CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD ASISITENCIAL,CODPAT,DEPENDENCIA PATRIMONIAL,CODFU,DEPENDENCIA FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL
060188,HOSPITAL PARQUE VIA DE LA PLATA,"CTRA. DE LOS SANTOS, S/N",924552755,,924555388,061588,Zafra,06,BADAJOZ,11,EXTREMADURA,06300,9,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,dadministracion.ext@parquehospitales.es,0,1,0,0,0,0,0,0,0,0,1,1,0
060208,HOSPITAL DE ZAFRA,"CRTA. BADAJOZ-GRANADA, S/N",924029200,,942029320,061588,Zafra,06,BADAJOZ,11,EXTREMADURA,06300,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,060219,N,N,N,,N,gerente.llerena@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0
060219,COMPLEJO HOSPITALARIO LLERENA-ZAFRA,"AVDA. BADAJOZ, 1",924877000,,924870926,060747,Llerena,06,BADAJOZ,11,EXTREMADURA,06900,227,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,S,N,,N,N,N,,N,gerente.llerena@salud-juntaex.es,2,1,0,0,0,0,0,0,0,0,2,0,18
060220,HOSPITAL PERPETUO SOCORRO,"AVDA. DAMIÁN TÉLLEZ LAFUENTE, S/N",924215000,,924215024,060153,Badajoz,06,BADAJOZ,11,EXTREMADURA,06010,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,060016,N,N,S,,N,submed.hpshmi@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0
060231,HOSPITAL SIBERIA-SERENA,CRTRA TALARRUBIAS-AGUDO KM2,924648100,,924648111,061279,Talarrubias,06,BADAJOZ,11,EXTREMADURA,06640,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,N,N,S,060253,N,N,N,,N,tatiana.santiago@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0
060242,HOSPITAL TIERRA DE BARROS,"CRTA. NAL 630, KM 654,300",924699200,,924699214,060114,Almendralejo,06,BADAJOZ,11,EXTREMADURA,06200,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,N,N,S,060264,N,N,N,,N,julian.garciam@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0
060253,COMPLEJO H. DON BENITO-VVA DE LA SERENA,"AVDA. ALONSO MARTÍN, 8",924382800,924386806,924386801,060444,Don Benito,06,BADAJOZ,11,EXTREMADURA,06400,320,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,S,N,,N,N,N,,N,gerente.donbenito@salud-juntaex.es,2,1,0,0,0,0,0,0,0,0,2,0,0
060264,COMPLEJO HOSPITALARIO DEL ÁREA DE SALUD DE MÉRIDA,"AVDA. ANTONIO CAMPOS HOYOS, Nº 26",924381000,,924381012,060830,Mérida,06,BADAJOZ,11,EXTREMADURA,06800,381,1,GENERAL,9,ENTIDADES PÚBLICAS,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,S,N,,N,N,N,,N,julian.garciam@salud-juntaex.es,3,1,0,1,0,1,0,1,0,0,2,1,0
060275,CASAVERDE. CENTRO DE REHABILITACIÓN NEUROLÓGICO DE EXTREMADURA,"AVDA. ADOLFO SUÁREZ GONZÁLEZ, 56",924380330,,924577213,060830,Mérida,06,BADAJOZ,11,EXTREMADURA,06800,100,11,REHABILITACIÓN PSICOFÍSICA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,direccion.merida@grupocasaverde.com,0,0,0,0,0,0,0,0,0,0,0,0,0
060286,CLÍNICA EXTREMEÑA DE SALUD,FEDERICO MAYOR ZARAGOZA S/N,924211818,,924270888,060153,Badajoz,06,BADAJOZ,11,EXTREMADURA,06006,20,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,S,,1,1,0,0,0,0,0,0,0,0,1,1,0
060297,HOSPITAL PARQUE VEGAS ALTAS,AVDA. MADRID 12,924805050,,924812690,060444,Don Benito,06,BADAJOZ,11,EXTREMADURA,06400,21,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,dadministracion.ext@parquehospitales.es,1,1,0,0,0,0,0,0,0,0,1,1,0
070048,HOSPITAL GENERAL DE MALLORCA,"PZA DEL HOSPITAL, 3",871205000,,971212383,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07012,100,13,GERIATRÍA Y/O LARGA ESTANCIA,7,DIPUTACIÓN O CABILDO,15,COMUNIDAD AUTÓNOMA,N,N,N,,N,N,S,,S,andres.recober@ssib.es,0,0,0,0,0,0,0,0,0,0,0,0,0
070051,HOSPITAL PSIQUIÀTRIC,"CAMÍ DE JESÚS, 40",871205000,,971212383,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07010,168,6,PSIQUIÁTRICO,7,DIPUTACIÓN O CABILDO,15,COMUNIDAD AUTÓNOMA,N,N,N,,N,N,S,,S,andres.recober@ssib.es,0,0,0,0,0,0,0,0,0,0,0,0,0
070064,CLÍNICA MUTUA BALEAR,"BISBE CAMPINS, 4",971213400,971213419,971715858,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07012,40,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,S,N,N,,N,N,S,,S,rmunyoz@mutuabalear.es,1,1,0,0,0,0,0,0,0,0,0,0,0
070070,HOSPITAL DE LA CRUZ ROJA ESPAÑOLA,"PONS Y GALLARZA, 90",971751445,,971761101,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07004,73,12,MÉDICO-QUIRÚRGICO,11,PRIVADO-BENÉFICO (CRUZ ROJA),20,PRIVADO-BENÉFICO (CRUZ ROJA),N,N,N,,N,N,S,,S,tacaji@cruzroja.es,0,0,0,0,0,0,0,0,0,0,0,0,0
070086,HOSPITAL SANT JOAN DE DEU,"SANT JOAN DE DÉU, 7",971265854,,971269308,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07007,200,12,MÉDICO-QUIRÚRGICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,vlj@ohsjd.es,1,1,0,0,0,0,0,0,0,0,1,0,0
070099,CLÍNICA ROTGER,"SANTIAGO RUSIÑOL, 9",971448500,,971722704,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07012,186,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,bartolome.crespi@quironsalud.es,1,2,1,1,1,1,0,0,1,1,1,1,0
070110,CLINICA JUANEDA,"COMPANY, 30",971221257,,971221297,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07014,196,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,mariajose.sabariego@clinicajuaneda.es,1,1,0,1,1,0,0,0,0,0,1,1,0
070131,POLICLÍNICA MIRAMAR,"CAMINO DE LA VILETA, 30",971767000,,971767379,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07011,206,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,jose.crespi@juaneda.es,1,2,1,1,1,1,0,1,0,0,1,1,29
070162,HOSPITAL JOAN MARCH,CTRA. PALMA-SÓLLER KM. 12,871202000,871202468,871202497,070103,Bunyola,07,ILLES BALEARS,04,ILLES BALEARS,07110,106,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,15,COMUNIDAD AUTÓNOMA,S,N,N,,N,N,N,,S,jaime.ripoll@hsll.es/smoreno@hsll.es,0,0,0,0,0,0,0,0,0,0,0,0,0
070184,HOSPITAL CAN MISSES,"CORONA, S/N",971397000,,971397121,070260,Eivissa,07,ILLES BALEARS,04,ILLES BALEARS,07800,245,1,GENERAL,1,SEGURIDAD SOCIAL,33,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,S,N,N,,N,N,N,,N,amatilla@asef.es,1,1,0,0,0,0,0,0,0,0,2,1,34
070197,HOSPITAL RESIDENCIA ASISTIDA CAS SERRES,"COSME VIDAL LLASER, 27. BARRIO CAS SERRES",971392960,971195650,971392999,070260,Eivissa,07,ILLES BALEARS,04,ILLES BALEARS,07800,5,16,OTRA FINALIDAD,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,N,N,N,,N,N,N,,S,matur@conselldeivissa.es,0,0,0,0,0,0,0,0,0,0,0,0,0
070201,"POLICLÍNICA NUESTRA SEÑORA DEL ROSARIO, S.A.","VÍA ROMANA, S/N",971301916,,971301756,070260,Eivissa,07,ILLES BALEARS,04,ILLES BALEARS,07800,70,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,rrhh2@grupopoliclinica.es,1,1,0,1,1,0,0,0,0,0,1,1,0
070244,CLÍNICA JUANEDA MENORCA,"CANONGE MOLL, S/N",971480505,,971480506,070159,Ciutadella de Menorca,07,ILLES BALEARS,04,ILLES BALEARS,07760,41,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,jluis.bosch@juaneda.es,1,1,0,0,0,0,0,0,0,0,1,1,0
070260,HOSPITAL GENERAL DE MURO,"VELER, 1. PLAYA DE MURO",971891900,,971892495,070393,Muro,07,ILLES BALEARS,04,ILLES BALEARS,07458,85,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,miquel.torrens@juaneda.es,1,1,0,0,0,0,0,0,0,0,1,1,0
070295,CLINICA JUANEDA MAHON,"AV. VIVES LLULL, 6",971351115,,971369163,070321,Maó-Mahón,07,ILLES BALEARS,04,ILLES BALEARS,07703,18,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,jluis.bosch@juaneda.es,1,0,0,0,0,0,0,0,0,0,1,0,0
070309,HOSPITAL MANACOR,"CRTA. MANACOR-ALCUDIA, S/N",971847000,,971847010,070337,Manacor,07,ILLES BALEARS,04,ILLES BALEARS,07500,224,1,GENERAL,1,SEGURIDAD SOCIAL,33,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,S,N,N,,N,N,N,,N,gerenciafhm@hmanacor.org,1,0,0,0,0,0,0,0,0,0,1,0,13
070333,HOSPITAL SON LLATZER,"CTRA. MANACOR, KM.4",871202000,,871202027,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07198,419,1,GENERAL,1,SEGURIDAD SOCIAL,33,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,S,N,N,,N,N,S,,N,jaime.ripoll@hsll.es,2,1,0,0,1,0,0,0,0,0,2,1,21
070344,HOSPITAL QUIRÓNSALUD PALMAPLANAS,"CAMÍ DELS REIS, 308",971918000,,971918012,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07010,169,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,info.pln@palmaplanas.com,1,2,0,1,1,1,0,0,0,0,1,1,0
070366,HOSPITAL DE FORMENTERA,"VENDA DES BROLLS, S/N",971321212,971397000,971321280,070244,Formentera,07,ILLES BALEARS,04,ILLES BALEARS,07860,12,1,GENERAL,6,COMUNIDAD AUTÓNOMA,33,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,N,N,N,,N,N,N,,N,asanzi@asef.es,1,0,0,0,0,0,0,0,0,0,1,0,0
070377,HOSPITAL COMARCAL D'INCA,"CRTRA VELLA DE LLUBI, S/N",971888514,971888515,971888584,070276,Inca,07,ILLES BALEARS,04,ILLES BALEARS,07300,165,1,GENERAL,6,COMUNIDAD AUTÓNOMA,33,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,S,N,N,,N,N,N,,N,antoni.colombas@hcin.es,1,1,0,0,0,0,0,0,0,0,1,0,15
070388,HOSPITAL MATEU ORFILA,"RONDA MALBÚGER, 1",971487000,,971487011,070321,Maó-Mahón,07,ILLES BALEARS,04,ILLES BALEARS,07703,142,1,GENERAL,6,COMUNIDAD AUTÓNOMA,33,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,S,N,N,,N,N,N,,N,gerencia@hgmo.es,1,1,0,0,0,0,0,0,0,0,1,1,23
070399,HOSPITAL UNIVERSITARI SON ESPASES,"CARRETERA VALDEMOSSA, 79",871205000,,871205500,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07120,839,1,GENERAL,1,SEGURIDAD SOCIAL,33,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,S,N,N,,N,N,S,,N,benigno.marin@ssib.es,4,3,4,3,2,1,0,3,0,1,2,1,36
070412,HOSPITAL DE LLEVANT,"ESCAMARLÁ, 6  (PORTO CRISTO)",971822400,,971822020,070337,Manacor,07,ILLES BALEARS,04,ILLES BALEARS,07680,70,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,msoteras@hllevant.com,1,1,0,0,0,0,0,0,0,0,1,1,10
070423,HOSPITAL CLINIC BALEAR,PASEO  ARBREDA  S/N,971443030,,971440431,070316,Llucmajor,07,ILLES BALEARS,04,ILLES BALEARS,07609,34,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,hosrec.bal@quironsalud.es,1,1,0,0,0,0,0,0,0,0,1,0,0
070434,CLÍNICA LUZ DE PALMA,"C/CAMILO JOSÉ CELA, 20",971599167,610212671,,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07014,38,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,mateo@clincaluz.es,0,0,0,0,0,0,0,0,0,0,0,0,0
080044,"HOSPITAL CLÍNIC DE BARCELONA, SEU SABINO DE ARANA","CR SABINO DE ARANA, 1",932275600,932275600,932275605,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08028,130,5,MATERNO-INFANTIL,7,DIPUTACIÓN O CABILDO,18,OTROS PÚBLICOS,N,N,N,,N,N,S,,Xhup,asalgot@medicina.ub.es,0,0,0,0,0,0,0,0,0,0,0,0,0
080057,HOSPITAL DEL MAR.,"PS MARÍTIM DE LA BARCELONETA, 25",932483000,932483000,932483254,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08003,470,1,GENERAL,8,MUNICIPIO,18,OTROS PÚBLICOS,S,N,N,,N,N,S,,Xhup,jvarela@imas.imim.es,1,2,2,0,2,0,0,0,0,0,2,1,27
080060,HOSPITAL DE L'ESPERANÇA.,"AV SANT JOSEP DE LA MUNTANYA, 12",933674100,933674100,932190003,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08024,161,1,GENERAL,8,MUNICIPIO,18,OTROS PÚBLICOS,S,N,N,,N,N,S,,Xhup,jvalera@imas.imim.es,3,0,0,0,0,0,1,2,0,0,2,2,0
080109,HOSPITAL CLÍNIC DE BARCELONA,"CR VILLARROEL, 170",932275400,932275400,932275454,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08036,844,1,GENERAL,6,COMUNIDAD AUTÓNOMA,18,OTROS PÚBLICOS,S,N,N,,N,N,S,,Xhup,asalgot@medicina.ub.es,2,2,3,5,0,0,0,2,0,0,0,1,0
080116,HOSPITAL FREMAP BARCELONA,"CR MADRAZO, 8",934169100,934169100,934160214,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08006,62,1,GENERAL,10,MATEP,19,MATEP,N,N,N,,N,N,S,,N,admision_barcelona@fremap.es,1,1,0,0,0,0,0,0,0,0,0,0,0
080137,CENTRE DE PREVENCIÓ I REHABILITACIÓ ASEPEYO,"AV ALCALDE BARNILS, 54-60",935653900,935653900,,082055,Sant Cugat del Vallès,08,BARCELONA,09,CATALUÑA,08174,138,1,GENERAL,1,SEGURIDAD SOCIAL,19,MATEP,N,N,N,,N,N,N,,N,asepeyo@asepeyo.es,1,2,0,0,0,0,0,0,0,0,0,0,0
080142,CLÍNICA MC COPÈRNIC,"CR COPÈRNIC, 58",934141992,934141992,932000694,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08006,60,1,GENERAL,10,MATEP,19,MATEP,N,N,N,,N,N,S,,N,info@mc-mutual.com,0,1,0,0,0,0,0,0,0,0,0,0,0
080155,CLÍNICA MC LONDRES,"CR LONDRES, 28-38",934577200,934577200,,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08029,22,1,GENERAL,10,MATEP,19,MATEP,N,N,N,,N,N,S,,N,info@mc-mutual.com,0,0,0,0,0,0,0,0,0,0,0,0,0
080168,HOSPITAL EGARSAT SANT HONORAT,"AV TIBIDABO, 20",932127000,932127000,934186478,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08022,14,1,GENERAL,1,SEGURIDAD SOCIAL,19,MATEP,N,N,N,,N,N,S,,N,egarsat@egarsat.es,0,1,0,0,0,0,0,0,0,0,0,0,0
080174,HOSPITAL DOS DE MAIG,"CR DOS DE MAIG, 301",935072700,935072700,934369026,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08025,229,1,GENERAL,11,PRIVADO-BENÉFICO (CRUZ ROJA),18,OTROS PÚBLICOS,S,N,N,,N,N,S,,Xhup,gerencia.bcn@consorcicreuroja.es,1,1,0,0,0,0,0,0,0,0,0,0,0
080180,HOSPITAL EL PILAR,"CR BALMES, 271",932360500,932360500,,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08006,186,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,silvia.altisen@quironsalud.es,1,2,0,1,0,0,0,0,0,0,2,1,0
080214,HOSPITAL SANT RAFAEL,"PS VALL D'HEBRON, 107",932112508,932112508,934188448,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08035,213,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,Xhup,hsrafael@comb.es,0,1,0,0,0,0,0,0,0,0,0,0,0
080229,CLÍNICA NOSTRA SENYORA DEL REMEI,"CR ESCORIAL, 148",932850010,932850010,932191083,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08024,134,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,N,clinica.remedio@irsjg.org,1,0,0,0,1,1,0,0,0,0,0,0,0
080235,CLÍNICA SAGRADA FAMÍLIA,"CR TORRAS  I  PUJALT, 1",932122300,932122300,932124050,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08022,150,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,info@clinicasagradafamilia.com,2,3,0,1,1,4,0,0,0,0,1,2,0
080253,HOSPITAL MARE DE DÉU DE LA MERCÈ,"PS UNIVERSAL, 34",934275250,934275250,934271078,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08042,113,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,N,administracion@hhscjmerced.com,0,0,0,0,0,0,0,0,0,0,0,0,0
080266,CLÍNICA  SOLARIUM,"CR TICIÀ ., 21",934172007,934172007,934177006,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08035,44,13,GERIATRÍA Y/O LARGA ESTANCIA,12,PRIVADO-BENÉFICO (IGLESIA),23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
080291,HOSPITAL DE LA SANTA CREU I SANT PAU,"CR SANT QUINTÍ, 89",935537160,932919000,932919427,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08041,644,1,GENERAL,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,S,N,N,,N,N,S,,Xhup,gerenciafgs@santpau.cat,4,3,3,3,2,0,2,3,0,1,4,1,0
080312,NOU HOSPITAL EVANGÈLIC,"CR CAMÈLIES, 15",932859955,932859955,932194026,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08024,116,13,GERIATRÍA Y/O LARGA ESTANCIA,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,N,ablanco@nouhospitalevangelic.com,0,0,0,0,0,0,0,0,0,0,1,0,0
080327,HOSPITAL DE NENS DE BARCELONA,"CR CONSELL  DE  CENT, 437",932310512,932310512,932655017,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08009,18,4,INFANTIL,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,N,informacó@hospitaldenens.com,0,0,0,0,0,0,0,0,0,0,0,0,0
080333,INSTITUT GUTTMANN,"CM CAN RUTI, S/N",934977700,934977700,934977707,080155,Badalona,08,BARCELONA,09,CATALUÑA,08916,152,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,N,,Xhup,gerencia@guttmann.com,0,0,0,0,0,0,0,0,0,0,0,0,0
080348,FUNDACIÓ PUIGVERT - IUNA,"CR CARTAGENA ., 340",934169700,934169700,934169730,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08025,124,14,OTROS MONOGRÁFICOS,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,Xhup,dirgeneral@fundacio-puigvert.es,1,0,0,0,1,2,0,0,0,0,0,0,21
080351,HESTIA PALAU.,"CR SANT ANTONI MARIA CLARET ,, 135",934501819,934501819,934358505,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08025,317,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,secretaria@csspalau.com,0,0,0,0,0,0,0,0,0,0,0,0,0
080364,HOSPITAL UNIVERSITARI SAGRAT COR,"CR VILADOMAT, 288",933221111,933221111,934948969,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08029,367,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,Xhup,gerencia@hscor.com,1,1,2,0,0,0,0,0,0,0,1,0,0
080370,CLÍNICA CORACHAN,"CR BUÏGAS, 19",932545800,932545800,932801455,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08017,162,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,tlegido@corachan.com,2,5,0,1,1,0,1,1,0,0,1,1,0
080386,CLÍNICA TRES TORRES,"CR DOCTOR ROUX, 76",932041300,932041300,932806488,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08017,64,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,info@clinicatrestorres.com,1,1,0,0,0,1,0,0,0,0,1,1,0
080399,HOSPITAL QUIRÓNSALUD BARCELONA,"PL ALFONS COMÍN, 5-7",932850000,932850000,932107561,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08023,192,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,direccion.cqb@quiron.es,1,2,1,1,1,1,0,2,0,1,1,1,0
080403,CENTRE  MÈDIC  DELFOS,"AV VALLCARCA ., 151",932545000,932545000,934340675,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08023,264,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,comunicació@delfos.cat,3,2,2,2,1,2,1,0,0,1,0,2,0
080410,CENTRE MÈDIC SANT JORDI DE SANT ANDREU,"PL ESTACIÓ, 12",933451604,933451604,932740496,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08030,57,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,clinicasantjordi@csantjordi.com,1,1,0,0,0,0,0,0,0,0,0,0,0
080431,HOSPITAL PLATÓ,"CR PLATÓ, 21",933069900,933069900,932005154,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08006,168,1,GENERAL,14,PRIVADO NO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,Xhup,hospital@hospitalplato.com,2,3,0,4,1,0,0,2,0,0,1,1,0
080446,HOSPITAL UNIVERSITARI QUIRÓN DEXEUS,"CR SABINO DE  ARANA, 5-19",932274747,932274747,932111654,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08028,170,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,informacion@idexeus.es,1,1,2,1,0,1,0,2,0,0,2,1,0
080478,"CENTRO MÉDICO TEKNON,  GRUPO QUIRONSALUD","CR VILANA, 12",932906242,932906242,932112690,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08022,285,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,dirgeneral.tkn@quironsalud.es,2,4,2,1,1,1,0,0,0,1,2,1,0
080484,HOSPITAL  DE  BARCELONA,"AV DIAGONAL ., 660",932542400,932542400,932542402,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08034,350,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,virginia@scias.com,1,0,0,1,1,0,0,0,0,0,0,0,0
080497,CENTRE HOSPITALARI POLICLÍNICA BARCELONA,"CR GUILLEM TELL, 4",934161616,934161616,932184448,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08006,28,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,gerencia@policlinicabarcelona.com,1,2,0,0,0,0,0,0,0,0,0,0,0
080538,CENTRE D'OFTALMOLOGIA BARRAQUER,"CR MUNTANER, 314",932095311,932095311,932002469,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08021,70,9,OFTÁLMICO U ORL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,info@barraquer.com,0,0,0,0,1,0,0,0,0,0,0,0,0
